SITC Revision 2 Product Code,SITC Revision 2 Product Description,ISIC Revision 2 Product Code,ISIC Revision 2 Product Description
89522,Pen nibs and nib points,3909,Manufacturing industries not elsewhere classified
89523,"Pencils,pencil leads,slate p.,pastels,charcoals",3909,Manufacturing industries not elsewhere classified
89591,Writing and other inks,3529,Manufacture of chemical products not elsewhere classified
89592,"Slates & boards,with writing surfaces",3699,Manufacture of non-metallic mineral products not elsewhere classified
89593,"Date,sealing or numbering stamps and the like",3909,Manufacturing industries not elsewhere classified
89594,"Typewriter and sim.ribbons,ink-pads",3909,Manufacturing industries not elsewhere classified
89601,"Paintings,drawings & pastels",9999,Goods not elsewhere classified
89602,"Original engravings,prints and lithographs",9999,Goods not elsewhere classified
89603,Original sculptures and statuary,9999,Goods not elsewhere classified
89604,"Postage,revenue and sim.stamps",9999,Goods not elsewhere classified
89605,"Collections of zoological,botanical etc.interest",9999,Goods not elsewhere classified
89606,Antiques of an age exceeding 100 years,9999,Goods not elsewhere classified
89731,Art.of jewellery & parts of precious metal,3901,Manufacture of jewellery and related articles
89732,Art.of goldsmiths etc.wares and parts,3901,Manufacture of jewellery and related articles
89733,"Art.of-or incorporating,pearls,precious stones",3901,Manufacture of jewellery and related articles
89811,"Pianos;harpsichords,harps",3902,Manufacture of musical instruments
89819,Other string musical instruments,3902,Manufacture of musical instruments
89821,Pipe and reed organs,3902,Manufacture of musical instruments
89822,"Accordions,concertinas etc.",3902,Manufacture of musical instruments
89823,Other wind musical instruments,3902,Manufacture of musical instruments
89824,Percussion musical instruments,3902,Manufacture of musical instruments
89825,"Electro-magnetic,electrostatic etc,musical instr.",3902,Manufacture of musical instruments
89829,"Musical instruments,n.e.s., fairground organs,etc",3902,Manufacture of musical instruments
89831,Prepared media for sound or similar recording,3909,Manufacturing industries not elsewhere classified
89832,"Gramophome records,recorded tapes etc.",3909,Manufacturing industries not elsewhere classified
89911,"Worked tortoise-shell,ivory,bone,coral etc.art.",3909,Manufacturing industries not elsewhere classified
89919,Worked vegetable or mineral carving material,3909,Manufacturing industries not elsewhere classified
89931,"Candles,tapers,night-lights and the like",3529,Manufacture of chemical products not elsewhere classified
89932,"Matches,excl. bengal matches",3529,Manufacture of chemical products not elsewhere classified
89934,Mechanical lighters and parts,3909,Manufacturing industries not elsewhere classified
89935,"Smoking pipes,pipe bowls,cigar holders,parts",3909,Manufacturing industries not elsewhere classified
89939,Ferro-cerium & other pyrophoric alloys,3511,Manufacture of basic industrial chemicals except fertilizer
89941,"Umbrellas and sunshades,walking-sticks,etc",3909,Manufacturing industries not elsewhere classified
89942,"Walking-sticks,canes,whips etc.",3909,Manufacturing industries not elsewhere classified
89949,"Parts,fittings,trimmings of art.of 899.41/899.42",3909,Manufacturing industries not elsewhere classified
89961,Hearing aids,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
89962,"Orthopaedic appl.,surgical belts,art. teeth,etc",3852,Manufacture of photographic and optical goods
89971,"Basketwork,wickerwork etc. of plaiting materials",3909,Manufacturing industries not elsewhere classified
89972,"Brooms and brushes etc.of mat,bound together",3909,Manufacturing industries not elsewhere classified
89981,Hand sieves and hand riddles,3851,"Manufacture of professional and scientific, and measuring and controlling equipment not elsewhere cl"
89982,Powder puffs and pads,3909,Manufacturing industries not elsewhere classified
89983,"Buttons and button moulds,studs,cuff-links etc.",3909,Manufacturing industries not elsewhere classified
89984,Slide fasteners and parts,3909,Manufacturing industries not elsewhere classified
89985,"Combs,hair-slides and the like",3909,Manufacturing industries not elsewhere classified
89986,Scent and similar sprays for toilet purposes,3909,Manufacturing industries not elsewhere classified
89987,Tailors dummies & lay figures for window dressing,3909,Manufacturing industries not elsewhere classified
89991,"Articles made from gut,bladders,tendons",3903,Manufacture of sporting and athletic goods
89992,Skins and other parts of birds,3909,Manufacturing industries not elsewhere classified
89993,"Artificial flowers,foliage or fruit",3909,Manufacturing industries not elsewhere classified
89994,"Human hair,dressed,thinned,wool/an.hair for wigs",3909,Manufacturing industries not elsewhere classified
89995,"Wigs,false beards,eyebrows and the like",3909,Manufacturing industries not elsewhere classified
89997,"Vacuum flasks and other vacuum vessels,parts",3811,"Manufacture of cutlery, hand tools and general hardware"
89998,Parachutes and parts,3212,Manufacture of made-up textile goods except wea ing apparel
95101,Tanks and other armoured fighting vehicles,3829,Machinery and equipment except electrical not elsewhere classified
95102,Artillery weapons machine-guns etc.,3829,Machinery and equipment except electrical not elsewhere classified
95104,"Side-arms and parts,scabbards and sheaths",3829,Machinery and equipment except electrical not elsewhere classified
95105,Revolvers and pistols,3829,Machinery and equipment except electrical not elsewhere classified
95106,"Bombs,grenades,torpedoes,mines,missiles etc.",3829,Machinery and equipment except electrical not elsewhere classified
95109,Parts of arms,3829,Machinery and equipment except electrical not elsewhere classified
97101,"Gold,non-monetary unwrought,semi manufactured",3720,Non-ferrous metal basic industries
97102,Rolled gold on base metalor silver,3720,Non-ferrous metal basic industries
97103,"Goldsmiths ,sweepings,residues,lemels etc.",3901,Manufacture of jewellery and related articles
